"lambda, nm",intensivity (0 deg),intensivity (5 deg),intensivity (10 deg),intensivity (15 deg),intensivity (20 deg),intensivity (25 deg),intensivity (30 deg),intensivity (35 deg),intensivity (40 deg),intensivity (45 deg),intensivity (50 deg),intensivity (55 deg),intensivity (60 deg),intensivity (65 deg),intensivity (70 deg),intensivity (75 deg),intensivity (80 deg),intensivity (85 deg)
510.641,1.352,1.409,1.385,1.337,1.304,1.461,1.786,2.355,4.833,12.16,37.444,24.721,9.361,6.448,5.411,5.669,5.951,4.27
510.901,1.377,1.453,1.487,1.32,1.391,1.492,1.758,2.411,5.013,12.728,38.723,23.622,9.197,6.428,5.356,5.685,5.933,4.365
511.161,1.345,1.35,1.47,1.241,1.474,1.503,1.794,2.562,5.201,13.192,39.988,22.649,9.108,6.355,5.42,5.678,5.931,4.366
511.422,1.288,1.34,1.379,1.235,1.383,1.503,1.779,2.671,5.295,13.781,41.299,21.599,8.925,6.311,5.438,5.509,5.829,4.298
511.682,1.25,1.278,1.335,1.264,1.321,1.473,1.81,2.67,5.407,14.417,42.528,20.608,8.715,6.225,5.46,5.526,5.773,4.272
511.943,1.259,1.151,1.231,1.193,1.236,1.415,1.698,2.575,5.472,14.948,43.278,19.476,8.443,6.019,5.283,5.481,5.66,4.16
512.203,1.252,1.186,1.186,1.181,1.167,1.509,1.781,2.62,5.7,15.596,44.34,18.553,8.175,5.911,5.17,5.405,5.559,4.205
512.463,1.323,1.347,1.272,1.328,1.211,1.65,1.912,2.852,5.994,16.392,45.376,17.762,8.117,5.938,5.19,5.405,5.564,4.264
512.724,1.287,1.292,1.268,1.278,1.31,1.512,1.956,2.981,6.131,17.107,46.246,16.905,7.947,5.869,5.097,5.298,5.612,4.156
512.984,1.228,1.275,1.261,1.177,1.247,1.489,2.026,3.044,6.144,17.737,46.893,15.995,7.666,5.654,4.916,5.313,5.467,4.085
513.244,1.313,1.267,1.262,1.244,1.397,1.476,2.163,3.165,6.325,18.465,47.315,15.268,7.476,5.578,5.003,5.411,5.569,4.088
513.505,1.371,1.307,1.284,1.293,1.441,1.565,2.133,3.343,6.631,19.37,47.564,14.637,7.296,5.615,5.075,5.499,5.684,4.128
513.765,1.28,1.215,1.243,1.33,1.38,1.532,2.123,3.334,6.843,20.125,47.441,13.961,7.031,5.38,4.939,5.421,5.572,4.1
514.025,1.246,1.255,1.246,1.364,1.364,1.497,2.063,3.322,6.945,21.069,47.048,13.329,6.854,5.271,4.874,5.303,5.517,4.125
514.286,1.329,1.315,1.32,1.366,1.407,1.539,2.112,3.509,7.142,22.204,46.42,12.968,6.746,5.317,5.107,5.226,5.467,4.174
514.546,1.255,1.368,1.382,1.309,1.409,1.631,2.266,3.715,7.435,23.185,45.392,12.542,6.597,5.437,5.088,5.224,5.505,4.101
514.806,1.238,1.323,1.395,1.31,1.449,1.805,2.282,3.762,7.776,24.143,44.217,12.047,6.462,5.36,4.914,5.22,5.472,4.032
515.066,1.229,1.35,1.332,1.462,1.507,1.789,2.26,3.834,8.093,25.271,42.7,11.779,6.385,5.156,4.892,5.269,5.385,4.094
515.327,1.251,1.336,1.443,1.528,1.68,1.792,2.431,3.999,8.462,26.624,40.966,11.451,6.331,5.138,4.892,5.388,5.504,4.173
515.587,1.249,1.32,1.4,1.458,1.579,1.677,2.533,4.085,8.706,27.947,38.999,11.07,6.128,5.004,4.781,5.446,5.406,4.117
515.847,1.287,1.292,1.359,1.493,1.493,1.73,2.557,4.309,9.029,29.469,37.085,10.624,5.963,4.845,4.765,5.435,5.431,4.13
516.107,1.353,1.318,1.367,1.537,1.555,1.779,2.662,4.32,9.375,30.913,35.081,10.348,5.92,4.795,4.786,5.391,5.575,4.051
516.368,1.35,1.376,1.475,1.443,1.582,1.796,2.699,4.308,9.751,32.046,32.945,10.189,5.827,4.795,4.679,5.211,5.577,3.843
516.628,1.278,1.296,1.385,1.465,1.509,1.86,2.601,4.412,9.934,33.348,30.698,9.721,5.566,4.687,4.576,5.118,5.402,3.733
516.888,1.38,1.27,1.283,1.525,1.521,1.922,2.799,4.598,10.228,34.872,28.788,9.307,5.48,4.695,4.673,5.11,5.436,3.862
517.148,1.337,1.297,1.249,1.412,1.531,1.891,2.916,4.622,10.533,36.421,27.123,9.034,5.48,4.618,4.684,5.071,5.423,3.923
517.409,1.314,1.467,1.331,1.476,1.633,1.992,2.951,4.777,10.965,38.188,25.7,8.889,5.504,4.655,4.611,5.132,5.421,4.055
517.669,1.425,1.385,1.429,1.53,1.648,2.045,3.002,4.965,11.555,39.975,24.364,8.762,5.362,4.611,4.619,5.122,5.406,3.986
517.929,1.554,1.48,1.532,1.602,1.694,2.149,3.239,5.253,12.362,41.875,23.144,8.58,5.345,4.583,4.697,5.214,5.529,4.045
518.189,1.528,1.428,1.471,1.554,1.746,2.126,3.248,5.4,12.939,43.34,21.937,8.194,5.221,4.514,4.654,5.169,5.374,3.977
518.449,1.488,1.432,1.445,1.566,1.722,2.126,3.271,5.545,13.368,44.885,20.839,7.927,5.228,4.469,4.651,5.22,5.306,3.853
518.709,1.473,1.581,1.551,1.62,1.749,2.142,3.408,5.598,13.986,46.467,19.774,7.831,5.131,4.414,4.613,5.33,5.421,3.853
518.970,1.512,1.573,1.624,1.633,1.728,2.141,3.442,5.567,14.545,47.833,18.738,7.604,4.998,4.373,4.528,5.274,5.433,3.865
519.230,1.442,1.476,1.485,1.553,1.678,2.107,3.364,5.643,14.92,49.103,17.709,7.316,4.905,4.338,4.437,5.136,5.338,3.742
519.490,1.481,1.426,1.456,1.575,1.694,2.081,3.427,5.759,15.63,50.283,16.737,7.1,4.844,4.291,4.363,5.15,5.431,3.631
519.750,1.44,1.351,1.415,1.542,1.644,2.046,3.376,5.786,16.35,51.224,15.876,6.807,4.672,4.232,4.35,5.091,5.452,3.571
520.010,1.516,1.516,1.503,1.646,1.731,2.242,3.635,6.104,17.177,52.039,15.345,6.649,4.686,4.23,4.462,5.155,5.45,3.728
520.270,1.489,1.514,1.48,1.636,1.784,2.353,3.762,6.305,18.015,52.372,14.73,6.499,4.647,4.213,4.495,5.098,5.415,3.656
520.530,1.506,1.51,1.476,1.691,1.884,2.469,3.777,6.592,18.971,52.459,14.155,6.537,4.673,4.156,4.375,5.123,5.283,3.727
520.790,1.431,1.49,1.465,1.763,1.964,2.476,3.815,6.812,19.934,52.195,13.57,6.477,4.521,4.139,4.202,5.05,5.192,3.698
521.050,1.519,1.56,1.544,1.774,2.037,2.59,3.995,7.032,20.95,51.678,13.069,6.334,4.372,4.2,4.129,4.945,5.313,3.744
521.311,1.584,1.564,1.605,1.714,2.097,2.556,4.065,7.196,22.169,50.734,12.683,6.196,4.32,4.182,4.278,4.903,5.387,3.786
521.571,1.612,1.641,1.599,1.757,2.115,2.673,4.114,7.362,23.457,49.313,12.23,6.051,4.285,4.102,4.418,4.997,5.309,3.731
521.831,1.7,1.688,1.679,1.796,2.154,2.825,4.263,7.668,24.795,47.656,11.735,5.834,4.263,4.188,4.426,4.992,5.317,3.709
522.091,1.566,1.554,1.641,1.77,2.128,2.762,4.303,7.864,26.25,45.643,11.142,5.536,4.165,4.049,4.307,4.944,5.423,3.628
522.351,1.53,1.493,1.584,1.808,2.102,2.7,4.408,8.028,27.721,43.309,10.715,5.47,4.085,3.931,4.213,4.955,5.37,3.583
522.611,1.638,1.584,1.643,1.933,2.14,2.833,4.542,8.279,29.255,41.022,10.486,5.496,4.131,4.036,4.38,5.04,5.388,3.692
522.871,1.693,1.664,1.759,1.9,2.24,2.981,4.649,8.59,30.778,38.78,10.167,5.324,4.106,4.053,4.38,5.1,5.39,3.643
523.131,1.739,1.776,1.838,1.982,2.288,3.007,4.754,8.962,32.478,36.703,9.846,5.179,4.064,3.994,4.316,5.158,5.439,3.643
523.391,1.855,1.867,1.905,2.107,2.429,3.066,4.966,9.284,34.217,34.511,9.515,5.218,4.057,4.053,4.392,5.136,5.536,3.706
523.651,1.93,1.81,1.868,2.087,2.434,3.174,5.105,9.734,36.017,32.425,9.242,5.187,4.125,4.059,4.534,5.183,5.477,3.695
523.911,1.803,1.803,1.903,2.093,2.527,3.226,5.241,10.126,37.976,30.563,8.93,5.108,4.14,4.021,4.521,5.241,5.468,3.719
524.171,1.737,1.886,1.923,2.096,2.555,3.322,5.336,10.561,40.035,28.637,8.621,5.022,4.077,3.879,4.498,5.212,5.542,3.685
524.431,1.745,1.881,1.893,2.086,2.465,3.317,5.461,11.045,42.099,26.782,8.358,4.893,3.951,3.856,4.379,5.074,5.494,3.658
524.691,1.83,1.936,1.941,2.142,2.474,3.422,5.621,11.508,43.951,25.325,8.135,4.829,3.861,3.865,4.234,5.091,5.407,3.508
524.951,1.828,1.975,1.877,2.11,2.527,3.619,5.795,11.994,46.123,24.029,7.778,4.723,3.815,3.84,4.159,5.12,5.357,3.521
525.211,1.91,1.918,1.918,2.175,2.664,3.705,5.99,12.571,48.307,22.764,7.602,4.676,3.958,3.782,4.256,5.272,5.427,3.513
525.471,2.009,1.919,2.017,2.229,2.747,3.766,6.219,13.2,50.269,21.607,7.446,4.532,3.978,3.831,4.283,5.253,5.465,3.513
525.730,1.949,1.888,2.091,2.189,2.74,3.853,6.307,13.862,52.275,20.466,7.118,4.346,3.82,3.759,4.199,5.084,5.382,3.429
525.990,1.952,1.883,2.086,2.233,2.704,3.998,6.393,14.559,53.806,19.402,6.901,4.266,3.693,3.741,4.128,4.982,5.323,3.449
526.250,1.943,1.87,2.081,2.28,2.76,4.134,6.593,15.218,55.15,18.429,6.78,4.199,3.605,3.727,4.053,4.971,5.252,3.386
526.510,1.991,1.926,2.104,2.332,2.876,4.262,6.939,16.076,56.332,17.68,6.585,4.136,3.644,3.746,4.144,5.058,5.326,3.49
526.770,2.065,2.036,2.142,2.401,3.109,4.368,7.259,16.818,57.065,16.838,6.49,4.154,3.599,3.725,4.211,5.081,5.417,3.401
527.030,2.228,2.127,2.236,2.486,3.229,4.553,7.572,17.707,57.522,16.02,6.482,4.258,3.645,3.794,4.287,5.187,5.522,3.443
527.290,2.341,2.257,2.313,2.667,3.323,4.739,7.769,18.664,57.266,15.204,6.361,4.128,3.782,3.854,4.393,5.258,5.528,3.569
527.550,2.323,2.255,2.319,2.745,3.435,4.916,8.09,19.571,56.79,14.458,6.128,4.033,3.664,3.868,4.366,5.257,5.465,3.583
527.810,2.256,2.236,2.381,2.713,3.511,5.05,8.392,20.592,56.176,13.879,5.879,3.98,3.463,3.799,4.32,5.178,5.446,3.519
528.069,2.258,2.278,2.505,2.789,3.696,5.206,8.703,21.768,55.049,13.422,5.778,3.992,3.452,3.772,4.291,5.174,5.378,3.412
528.329,2.328,2.38,2.551,2.903,3.725,5.422,8.944,22.946,53.553,12.812,5.614,3.901,3.522,3.769,4.288,5.234,5.406,3.426
528.589,2.472,2.369,2.556,2.935,3.848,5.587,9.283,24.272,51.563,12.226,5.463,3.756,3.469,3.788,4.259,5.128,5.299,3.465
528.849,2.528,2.425,2.68,3.034,3.934,5.833,9.715,25.765,49.365,11.75,5.276,3.747,3.384,3.719,4.304,5.152,5.28,3.484
529.109,2.657,2.538,2.772,3.121,4.041,6.056,10.093,27.229,46.712,11.231,5.1,3.76,3.296,3.684,4.267,5.235,5.35,3.474
529.369,2.612,2.521,2.675,3.136,4.164,6.118,10.345,28.735,43.74,10.605,4.964,3.628,3.136,3.62,4.188,5.106,5.314,3.282
529.628,2.649,2.559,2.72,3.321,4.392,6.378,10.637,30.375,41.208,10.225,4.918,3.607,3.25,3.658,4.282,5.177,5.275,3.258
529.888,2.746,2.647,2.875,3.496,4.572,6.579,11.033,32.436,39.059,9.926,4.977,3.555,3.303,3.641,4.36,5.263,5.33,3.248
530.148,2.834,2.727,2.975,3.664,4.829,6.777,11.504,34.7,37.042,9.508,4.896,3.491,3.255,3.597,4.42,5.215,5.431,3.227
530.408,2.889,2.798,3.07,3.798,5.01,7.037,11.996,36.892,34.944,9.182,4.754,3.475,3.259,3.507,4.38,5.183,5.451,3.231
530.668,2.985,2.872,3.166,3.905,5.228,7.196,12.586,39.188,32.859,8.988,4.58,3.41,3.276,3.551,4.352,5.244,5.311,3.382
530.927,3.073,2.858,3.249,3.991,5.297,7.326,13.045,41.263,30.672,8.616,4.418,3.264,3.296,3.573,4.312,5.188,5.16,3.339
531.187,3.199,2.989,3.312,4.044,5.383,7.582,13.56,43.294,28.664,8.251,4.34,3.176,3.23,3.503,4.234,5.126,5.207,3.207
531.447,3.326,3.054,3.388,4.203,5.561,7.719,14.149,45.559,27.091,7.932,4.28,3.159,3.116,3.481,4.183,5.15,5.289,3.116
531.707,3.442,3.233,3.442,4.356,5.78,7.867,14.727,47.716,25.581,7.721,4.194,3.206,3.06,3.415,4.267,5.116,5.29,3.264
531.966,3.469,3.365,3.545,4.493,5.959,8.042,15.413,49.793,24.0,7.517,4.071,3.212,3.035,3.4,4.278,5.111,5.284,3.277
532.226,3.622,3.484,3.732,4.641,6.075,8.239,16.116,51.778,22.531,7.236,3.961,3.175,2.954,3.457,4.286,5.14,5.377,3.164
532.486,3.817,3.608,3.935,4.766,6.215,8.552,16.74,53.589,21.27,6.966,3.984,3.016,2.967,3.54,4.231,5.084,5.342,3.107
532.745,4.01,3.807,4.12,4.882,6.462,8.805,17.69,55.265,20.017,6.787,4.022,3.067,3.075,3.535,4.308,5.097,5.21,3.199
533.005,4.123,3.95,4.318,5.036,6.57,9.054,18.709,56.838,18.856,6.716,3.973,3.108,3.086,3.586,4.439,5.292,5.179,3.183
533.265,4.157,4.033,4.374,5.128,6.647,9.292,19.725,58.225,17.796,6.46,3.789,3.14,3.05,3.583,4.363,5.301,5.147,3.121
533.525,4.085,4.078,4.336,5.178,6.782,9.36,20.811,59.25,16.831,6.146,3.674,3.09,2.985,3.528,4.261,5.178,5.095,3.041
533.784,4.186,4.175,4.435,5.343,6.846,9.581,22.012,59.641,15.97,5.864,3.613,3.032,2.936,3.52,4.208,5.153,5.168,3.107
534.044,4.336,4.347,4.539,5.481,6.949,9.902,23.201,59.335,15.117,5.677,3.571,3.001,2.916,3.471,4.143,5.215,5.208,3.112
534.304,4.567,4.468,4.659,5.674,7.111,10.222,24.548,58.744,14.307,5.527,3.497,3.004,2.92,3.464,4.195,5.24,5.185,3.144
534.563,4.695,4.538,4.852,5.777,7.275,10.636,26.124,57.923,13.724,5.408,3.449,2.978,3.0,3.508,4.264,5.24,5.21,3.219
534.823,4.735,4.528,5.018,5.705,7.347,10.843,27.609,56.341,13.031,5.203,3.303,2.834,2.936,3.452,4.215,5.189,5.218,3.143
535.082,4.706,4.543,5.097,5.68,7.341,11.041,29.158,54.396,12.326,4.988,3.164,2.682,2.795,3.385,4.181,5.119,5.245,2.979
535.342,4.768,4.707,5.189,5.815,7.447,11.579,31.095,52.352,11.813,4.887,3.258,2.672,2.88,3.319,4.215,5.196,5.247,3.06
535.602,4.97,4.849,5.282,6.012,7.69,12.077,33.142,50.354,11.254,4.738,3.242,2.723,2.834,3.256,4.287,5.199,5.292,3.099
535.861,5.117,5.135,5.385,6.195,7.945,12.566,35.444,48.345,10.891,4.688,3.164,2.757,2.874,3.346,4.371,5.199,5.306,3.003
536.121,5.133,5.23,5.472,6.32,8.158,13.024,37.89,46.094,10.516,4.67,3.035,2.775,2.903,3.434,4.457,5.262,5.315,2.967
536.380,5.181,5.202,5.515,6.434,8.217,13.501,40.19,43.702,10.042,4.62,3.008,2.688,2.834,3.427,4.474,5.323,5.291,2.912
536.640,5.191,5.163,5.661,6.56,8.352,14.081,42.664,41.313,9.647,4.445,2.985,2.624,2.818,3.501,4.505,5.414,5.226,2.932
536.900,5.328,5.194,5.711,6.57,8.516,14.618,45.065,38.878,9.308,4.209,2.91,2.604,2.833,3.47,4.483,5.381,5.155,2.928
537.159,5.487,5.344,5.774,6.644,8.779,15.441,47.398,36.679,8.996,4.159,2.904,2.6,2.894,3.422,4.453,5.372,5.197,2.943
537.419,5.45,5.384,5.798,6.762,9.05,16.274,49.967,34.447,8.626,4.066,2.842,2.522,2.863,3.346,4.344,5.28,5.179,2.901
537.678,5.598,5.533,5.864,6.941,9.388,17.108,52.609,32.298,8.39,4.059,2.875,2.582,2.91,3.386,4.39,5.305,5.129,2.916
537.938,5.727,5.676,5.96,7.011,9.649,18.048,55.112,30.358,8.046,4.014,2.87,2.566,2.905,3.442,4.412,5.395,5.001,2.97
538.197,5.842,5.815,6.125,7.166,10.029,19.171,57.55,28.685,7.821,3.931,2.853,2.624,2.894,3.47,4.45,5.429,5.047,3.027
538.457,5.833,5.775,6.177,7.319,10.391,20.366,59.581,27.15,7.548,3.828,2.789,2.54,2.83,3.44,4.367,5.369,5.066,2.983
538.716,5.875,5.745,6.188,7.47,10.731,21.679,61.388,25.618,7.289,3.69,2.709,2.491,2.709,3.333,4.352,5.302,5.06,2.954
538.976,6.083,5.961,6.501,7.712,11.154,23.005,62.853,24.268,7.173,3.758,2.76,2.519,2.794,3.401,4.525,5.441,5.173,3.065
539.235,6.234,6.136,6.63,7.852,11.614,24.357,63.722,22.786,6.876,3.766,2.722,2.587,2.898,3.512,4.576,5.461,5.123,3.063
539.495,6.342,6.245,6.759,8.111,12.036,25.911,64.121,21.429,6.642,3.692,2.721,2.542,2.889,3.501,4.557,5.434,5.219,3.027
539.754,6.408,6.271,6.887,8.27,12.485,27.484,64.048,20.262,6.365,3.552,2.719,2.524,2.822,3.485,4.513,5.431,5.223,2.953
540.014,6.705,6.378,6.992,8.453,12.937,29.103,63.564,19.095,6.198,3.543,2.729,2.492,2.806,3.513,4.567,5.538,5.234,2.889
540.273,6.933,6.511,7.145,8.742,13.514,30.829,62.385,18.006,6.0,3.506,2.643,2.45,2.706,3.49,4.539,5.512,5.239,2.819
540.533,7.029,6.649,7.396,9.028,14.042,32.848,60.84,16.942,5.847,3.376,2.577,2.421,2.712,3.416,4.466,5.477,5.206,2.821
540.792,7.215,6.84,7.628,9.391,14.669,34.954,59.115,16.061,5.816,3.315,2.511,2.403,2.793,3.446,4.454,5.623,5.209,2.895
541.052,7.402,7.001,7.79,9.623,15.372,36.958,57.084,15.127,5.573,3.153,2.39,2.358,2.733,3.463,4.438,5.615,5.201,2.948
541.311,7.499,7.162,7.965,9.9,16.089,39.253,54.82,14.391,5.431,3.062,2.382,2.404,2.725,3.422,4.433,5.564,5.217,2.936
541.571,7.781,7.5,8.123,10.262,16.941,41.99,52.245,13.844,5.249,3.159,2.435,2.416,2.8,3.379,4.548,5.562,5.3,3.001
541.830,8.1,7.795,8.332,10.599,17.972,44.546,49.563,13.062,5.087,3.138,2.46,2.383,2.843,3.521,4.627,5.618,5.386,3.003
542.089,8.284,7.9,8.562,10.972,18.891,46.911,46.962,12.39,4.955,3.034,2.452,2.33,2.91,3.553,4.68,5.665,5.365,3.034
542.349,8.388,8.133,8.906,11.446,19.935,49.461,44.398,11.974,4.795,2.985,2.421,2.415,2.924,3.516,4.754,5.712,5.378,3.042
542.608,8.524,8.356,9.146,11.846,20.951,51.966,41.705,11.435,4.642,2.928,2.337,2.318,2.814,3.515,4.69,5.602,5.394,2.928
542.868,8.823,8.651,9.382,12.295,22.025,54.402,39.06,10.854,4.501,2.891,2.291,2.244,2.715,3.478,4.671,5.59,5.308,2.907
543.127,9.133,8.945,9.673,12.806,23.45,56.672,36.605,10.444,4.392,2.822,2.303,2.254,2.625,3.489,4.694,5.718,5.309,2.853
543.386,9.377,9.238,10.003,13.271,24.864,58.547,34.176,9.957,4.253,2.732,2.32,2.2,2.612,3.488,4.727,5.709,5.3,2.791
543.646,9.676,9.451,10.324,13.775,26.345,60.552,32.027,9.454,4.118,2.684,2.301,2.23,2.647,3.51,4.741,5.703,5.278,2.829
543.905,9.945,9.683,10.742,14.388,28.104,62.459,30.167,9.089,3.993,2.694,2.248,2.229,2.62,3.485,4.751,5.745,5.283,2.888
544.164,10.262,9.949,11.136,14.943,29.974,63.822,28.402,8.745,3.905,2.667,2.228,2.231,2.605,3.451,4.687,5.729,5.376,2.851
544.424,10.737,10.301,11.572,15.579,31.905,64.828,26.73,8.442,3.944,2.673,2.225,2.237,2.664,3.45,4.715,5.672,5.44,2.874
544.683,11.062,10.691,12.042,16.474,34.054,65.821,25.188,8.255,3.957,2.668,2.205,2.287,2.722,3.489,4.76,5.676,5.457,2.862
544.942,11.235,10.98,12.456,17.301,36.175,66.19,23.57,7.873,3.753,2.543,2.11,2.261,2.68,3.517,4.675,5.593,5.42,2.789
545.202,11.63,11.274,12.825,18.148,38.509,65.777,22.093,7.512,3.639,2.449,2.081,2.175,2.696,3.485,4.693,5.62,5.343,2.729
545.461,12.226,11.741,13.404,19.231,40.869,64.91,20.936,7.296,3.618,2.479,2.131,2.191,2.737,3.57,4.814,5.752,5.302,2.761
545.720,12.616,12.098,14.031,20.172,43.168,63.256,19.66,6.981,3.47,2.52,2.144,2.174,2.675,3.532,4.792,5.793,5.272,2.815
545.979,12.985,12.431,14.615,21.154,45.642,61.223,18.536,6.696,3.34,2.463,2.051,2.176,2.653,3.468,4.816,5.682,5.276,2.878
546.239,13.534,12.887,15.214,22.381,48.019,59.145,17.452,6.452,3.287,2.351,2.029,2.253,2.69,3.479,4.908,5.761,5.321,2.856
546.498,14.198,13.386,15.826,23.714,50.41,56.919,16.526,6.218,3.255,2.276,2.049,2.234,2.684,3.463,4.845,5.865,5.286,2.928
546.757,14.857,14.097,16.69,25.27,53.115,54.588,15.822,6.183,3.288,2.341,2.156,2.317,2.725,3.558,4.922,5.916,5.4,2.977
547.016,15.467,14.64,17.393,26.716,55.553,51.865,15.009,6.022,3.208,2.305,2.136,2.299,2.711,3.623,4.903,5.925,5.426,2.872
547.276,16.19,15.3,18.128,28.228,57.669,48.975,14.187,5.772,3.232,2.314,2.122,2.235,2.767,3.654,4.924,5.964,5.52,2.831
547.535,16.887,15.996,18.937,29.846,59.609,46.056,13.431,5.578,3.155,2.33,2.052,2.188,2.695,3.636,4.875,5.951,5.511,2.848
547.794,17.58,16.632,19.829,31.61,61.475,43.301,12.752,5.408,3.024,2.243,1.943,2.225,2.661,3.638,4.889,5.975,5.419,2.796
548.053,18.389,17.386,20.967,33.67,63.165,40.849,12.175,5.209,3.035,2.225,1.938,2.22,2.668,3.698,4.985,6.036,5.418,2.817
548.313,19.297,18.222,22.175,35.79,64.468,38.525,11.728,5.08,2.924,2.167,1.947,2.167,2.646,3.71,5.0,5.926,5.479,2.815
548.572,20.178,19.112,23.499,38.14,65.521,36.223,11.269,4.937,2.854,2.117,1.917,2.129,2.656,3.676,5.037,5.991,5.553,2.834
548.831,21.276,20.12,24.974,40.664,66.43,33.939,10.834,4.796,2.822,2.063,1.92,2.106,2.681,3.674,5.042,6.055,5.497,2.853
549.090,22.364,21.197,26.51,43.168,66.779,31.963,10.249,4.691,2.768,2.066,1.994,2.1,2.682,3.704,5.093,6.029,5.476,2.89
549.349,23.568,22.324,28.132,45.729,66.434,29.964,9.734,4.525,2.679,2.022,1.963,2.108,2.63,3.67,5.17,6.022,5.511,2.846
549.608,24.965,23.558,29.858,48.415,65.559,27.996,9.377,4.401,2.663,2.021,1.959,2.078,2.68,3.722,5.157,6.102,5.565,2.856
549.868,26.387,24.913,31.664,50.944,64.223,26.263,9.04,4.286,2.71,2.078,2.024,2.101,2.719,3.735,5.184,6.183,5.618,2.863
550.127,27.975,26.369,33.621,53.407,62.229,24.65,8.603,4.197,2.678,2.034,2.017,2.18,2.751,3.781,5.275,6.271,5.641,2.83
550.386,29.721,27.981,35.755,56.088,60.134,23.094,8.188,4.091,2.657,1.999,2.013,2.171,2.733,3.807,5.314,6.273,5.671,2.809
550.645,31.692,29.92,38.211,58.91,58.039,21.767,7.912,4.032,2.608,2.009,1.984,2.238,2.792,3.804,5.457,6.251,5.669,2.86
550.904,33.803,31.878,40.615,61.205,55.574,20.562,7.703,3.989,2.588,2.019,2.024,2.31,2.93,3.901,5.521,6.359,5.696,2.953
551.163,35.77,33.763,43.004,63.13,52.945,19.327,7.42,3.861,2.44,2.01,1.871,2.177,2.886,3.83,5.416,6.42,5.724,2.977
551.422,37.962,35.94,45.594,64.865,50.274,18.26,7.177,3.83,2.446,2.039,1.864,2.158,2.861,3.892,5.457,6.505,5.714,2.951
551.681,40.552,38.451,48.3,66.317,47.506,17.247,6.951,3.801,2.452,2.025,1.965,2.152,2.921,3.979,5.557,6.493,5.693,2.879
551.941,42.943,40.831,50.814,66.915,44.658,16.352,6.629,3.615,2.346,1.917,1.858,2.16,2.927,3.99,5.6,6.449,5.631,2.82
552.200,45.227,43.119,53.235,67.211,42.046,15.573,6.383,3.54,2.341,1.982,1.903,2.234,2.975,3.986,5.513,6.524,5.606,2.914
552.459,48.01,45.679,55.823,67.554,39.634,14.883,6.185,3.492,2.346,1.981,1.976,2.222,2.898,3.991,5.498,6.479,5.566,2.945
552.718,50.897,48.316,58.419,67.505,37.199,14.191,6.001,3.411,2.24,1.873,1.954,2.173,2.876,4.08,5.561,6.474,5.572,2.884
552.977,53.682,51.116,60.921,66.96,34.919,13.547,5.786,3.282,2.154,1.798,1.885,2.171,2.823,4.053,5.573,6.461,5.593,2.851
553.236,56.637,53.856,63.415,66.142,32.991,12.884,5.632,3.207,2.195,1.833,1.867,2.125,2.753,4.006,5.548,6.532,5.612,2.896
553.495,59.42,56.416,65.455,64.76,31.033,12.184,5.496,3.178,2.167,1.783,1.844,2.111,2.724,3.997,5.48,6.539,5.637,2.921
553.754,61.783,58.916,66.913,62.843,29.194,11.621,5.348,3.102,2.162,1.787,1.796,2.182,2.775,3.944,5.529,6.494,5.678,2.9
554.013,63.656,61.223,67.845,60.521,27.346,11.11,5.208,3.029,2.14,1.75,1.806,2.19,2.817,4.002,5.635,6.487,5.71,2.848
554.272,65.336,63.093,68.138,57.84,25.452,10.478,5.048,2.932,2.104,1.767,1.775,2.165,2.941,4.029,5.685,6.452,5.679,2.918
554.531,66.854,64.75,68.222,54.967,23.727,9.998,4.89,2.805,2.066,1.773,1.751,2.126,2.899,3.977,5.723,6.495,5.668,2.923
554.790,68.193,66.353,68.204,52.121,22.292,9.564,4.634,2.753,1.909,1.757,1.716,2.066,2.772,4.019,5.757,6.474,5.669,2.822
555.049,69.382,67.702,67.785,49.404,21.023,9.146,4.449,2.733,1.986,1.724,1.776,2.08,2.78,4.082,5.828,6.542,5.734,2.816
555.308,70.029,68.659,66.92,46.771,19.846,8.809,4.45,2.744,2.108,1.723,1.858,2.133,2.881,4.153,5.87,6.604,5.809,2.84
555.567,70.106,69.282,65.729,44.223,18.648,8.343,4.294,2.658,1.967,1.708,1.823,2.121,2.84,4.107,5.784,6.55,5.704,2.821
555.826,69.663,69.426,64.22,41.629,17.674,7.973,4.122,2.571,1.832,1.625,1.746,2.053,2.825,4.1,5.747,6.533,5.694,2.729
556.085,68.732,68.845,62.369,39.205,16.817,7.721,4.017,2.565,1.833,1.573,1.781,2.007,2.81,4.155,5.692,6.553,5.698,2.73
556.344,67.515,67.982,60.323,36.878,15.987,7.496,3.946,2.578,1.862,1.567,1.818,2.023,2.89,4.192,5.742,6.667,5.714,2.804
556.603,66.263,67.258,58.084,34.727,15.219,7.322,3.898,2.579,1.816,1.55,1.808,2.068,2.936,4.195,5.817,6.726,5.731,2.856
556.862,64.81,65.993,55.415,32.679,14.325,7.103,3.791,2.491,1.795,1.528,1.723,2.146,2.945,4.186,5.85,6.802,5.697,2.864
557.120,62.662,64.093,52.457,30.681,13.525,6.854,3.685,2.416,1.798,1.558,1.703,2.198,2.928,4.255,5.9,6.818,5.791,2.889
557.379,59.731,61.733,49.452,28.834,12.822,6.582,3.653,2.393,1.76,1.624,1.71,2.138,2.893,4.3,5.955,6.815,5.785,2.931
