"lambda, nm",intensivity (0 deg),intensivity (5 deg),intensivity (10 deg),intensivity (15 deg),intensivity (20 deg),intensivity (25 deg),intensivity (30 deg),intensivity (35 deg),intensivity (40 deg),intensivity (45 deg),intensivity (50 deg),intensivity (55 deg),intensivity (60 deg),intensivity (65 deg),intensivity (70 deg),intensivity (75 deg),intensivity (80 deg),intensivity (85 deg)
773.113,59.422,58.843,57.984,56.93,55.702,54.84,55.084,56.554,57.573,55.852,50.865,44.232,37.095,30.695,22.679,17.529,11.617,4.631
773.364,59.242,58.825,57.985,56.857,55.866,55.397,55.509,57.267,58.135,56.22,51.051,44.218,37.242,30.875,23.037,17.486,11.687,4.651
773.616,59.034,59.2,58.151,57.025,56.293,55.881,56.06,57.862,58.527,56.655,51.369,44.285,37.45,31.154,23.196,17.509,11.575,4.624
773.868,58.736,59.332,58.214,57.279,56.595,56.132,56.468,58.252,58.736,56.891,51.593,44.39,37.55,31.246,23.334,17.521,11.45,4.614
774.119,58.52,59.388,58.233,57.469,57.015,56.555,57.005,58.743,59.203,57.2,51.85,44.401,37.546,31.383,23.583,17.748,11.57,4.663
774.371,58.397,59.309,58.049,57.411,57.337,56.856,57.319,59.127,59.537,57.443,51.969,44.571,37.544,31.518,23.722,17.863,11.548,4.645
774.622,58.33,59.008,57.852,57.156,57.33,56.906,57.498,59.136,59.436,57.263,51.845,44.618,37.587,31.567,23.837,17.798,11.392,4.611
774.874,58.116,58.802,57.806,57.073,57.163,56.977,57.634,58.966,59.32,57.063,51.555,44.462,37.526,31.676,23.994,17.754,11.347,4.657
775.126,57.708,58.584,57.73,57.008,56.832,56.882,57.64,58.663,59.238,56.907,51.409,44.108,37.39,31.591,24.051,17.626,11.362,4.612
775.377,57.598,58.541,57.605,56.977,56.722,56.797,57.662,58.488,59.18,56.743,51.439,43.859,37.22,31.449,24.056,17.686,11.42,4.594
775.629,57.185,58.539,57.459,56.987,56.515,56.429,57.603,58.539,59.065,56.584,51.131,43.614,36.941,31.463,23.835,17.622,11.327,4.498
775.880,56.932,58.073,57.112,56.806,56.148,56.069,57.358,58.748,58.954,56.221,50.802,43.501,36.754,31.37,23.774,17.413,11.261,4.47
776.132,57.114,57.694,57.103,56.744,56.036,56.269,57.15,59.134,59.131,56.033,50.751,43.579,36.716,31.321,23.939,17.304,11.238,4.535
776.383,57.172,57.605,57.168,56.676,56.063,56.198,56.949,59.097,59.1,55.917,50.806,43.43,36.565,31.176,23.884,17.263,11.346,4.525
776.635,57.215,57.222,56.777,56.156,55.893,55.67,56.59,58.467,58.799,55.718,50.632,43.125,36.333,30.904,23.554,17.161,11.352,4.487
776.887,57.061,56.824,56.54,55.902,55.411,55.287,56.088,57.84,58.394,55.196,50.144,42.724,35.928,30.501,23.136,16.857,11.229,4.465
777.138,56.699,56.444,56.303,55.747,55.089,55.144,55.823,57.676,57.908,54.704,49.782,42.153,35.415,29.886,22.697,16.543,11.08,4.381
777.390,56.456,55.996,55.985,55.591,54.856,54.961,55.743,57.629,57.701,54.667,49.522,41.766,35.003,29.542,22.587,16.355,11.015,4.443
777.641,56.121,55.918,55.861,55.399,54.684,54.919,55.727,57.423,57.849,54.728,49.26,41.508,34.709,29.34,22.624,16.344,10.996,4.543
777.893,56.179,55.851,55.786,55.079,54.618,54.949,55.761,57.246,57.867,54.859,49.219,41.304,34.525,29.184,22.516,16.361,10.905,4.583
778.144,56.423,55.696,55.537,54.926,54.438,55.035,55.985,57.272,57.644,54.829,49.219,41.123,34.347,29.171,22.503,16.438,11.002,4.623
778.396,56.485,55.696,55.17,54.755,54.483,55.104,56.26,57.368,57.786,54.828,49.166,41.171,34.237,29.222,22.622,16.459,10.91,4.517
778.647,56.361,55.774,54.902,54.494,54.563,55.052,56.255,57.454,57.885,54.734,49.225,41.24,34.284,29.3,22.624,16.651,10.807,4.492
778.898,56.149,55.415,54.757,54.296,54.457,55.093,56.197,57.447,57.648,54.369,49.134,41.05,34.177,29.014,22.591,16.836,10.672,4.457
779.150,56.242,55.504,55.191,54.677,54.813,55.257,56.356,57.764,57.687,54.471,48.984,41.119,34.15,29.023,22.662,17.005,10.688,4.41
779.401,56.467,56.105,55.783,55.164,55.416,55.472,56.756,58.189,57.811,54.75,49.052,41.533,34.166,29.257,22.72,17.092,10.858,4.476
779.653,56.665,56.601,56.448,55.561,55.8,55.725,57.201,58.491,58.171,55.129,49.322,41.938,34.352,29.354,22.819,17.161,10.951,4.499
779.904,56.654,56.976,56.733,55.923,55.863,56.047,57.475,58.764,58.7,55.447,49.571,42.012,34.614,29.378,22.599,17.176,10.868,4.419
780.156,56.569,57.389,56.693,56.069,56.002,56.332,57.505,58.84,58.911,55.438,49.874,42.055,34.72,29.559,22.431,17.108,10.951,4.353
780.407,56.03,57.425,56.387,55.835,55.992,56.571,57.406,58.703,58.823,55.117,49.692,42.019,34.62,29.605,22.282,16.771,10.932,4.346
780.658,55.303,57.339,56.263,55.683,56.048,57.012,57.776,58.735,58.844,55.232,49.656,42.097,34.726,29.544,22.139,16.559,10.806,4.429
780.910,54.85,57.314,56.254,55.608,56.235,57.05,58.156,58.628,58.884,55.352,49.841,42.112,34.817,29.404,21.833,16.399,10.704,4.321
781.161,54.62,57.307,56.235,55.544,56.25,56.744,58.258,58.609,58.805,55.057,49.792,41.976,34.801,29.34,21.705,16.342,10.685,4.344
781.413,54.554,57.257,56.225,55.862,56.607,56.814,58.349,58.796,58.746,55.057,49.567,41.866,34.868,29.386,21.75,16.336,10.763,4.389
781.664,54.611,57.371,56.325,56.169,56.825,56.863,58.52,58.911,58.763,55.157,49.238,41.813,34.829,29.171,21.712,16.37,10.807,4.292
781.915,54.822,57.293,56.582,56.274,56.738,56.856,58.566,58.992,58.79,54.997,49.15,41.662,34.55,28.814,21.629,16.402,10.777,4.261
782.167,55.088,56.817,56.661,56.262,56.824,56.984,58.242,58.99,58.739,54.803,48.974,41.287,34.155,28.672,21.548,16.479,10.882,4.316
782.418,55.004,56.412,56.393,55.952,56.651,56.969,57.945,58.825,58.67,54.696,48.643,40.981,33.741,28.549,21.335,16.504,10.865,4.338
782.669,54.968,56.179,56.114,55.644,56.202,56.794,57.796,58.866,58.881,54.68,48.478,40.952,33.726,28.518,21.262,16.415,10.828,4.308
782.921,54.688,55.877,55.736,55.235,55.797,56.534,57.741,58.922,59.082,54.817,48.13,40.987,33.809,28.603,21.391,16.401,10.914,4.371
783.172,54.433,55.49,55.719,54.96,55.78,56.528,57.959,59.039,58.859,54.845,48.115,40.969,33.873,28.787,21.435,16.269,11.042,4.372
783.423,54.593,55.396,55.753,55.161,55.722,56.624,58.052,59.169,58.828,54.647,48.044,40.723,33.886,28.707,21.283,16.154,10.91,4.257
783.675,54.859,55.666,55.724,55.616,55.689,56.886,58.256,59.631,59.071,54.662,47.936,40.686,33.767,28.466,21.269,16.219,10.807,4.286
783.926,55.23,55.907,55.973,55.744,55.992,57.388,58.613,60.336,59.321,54.674,48.028,40.784,33.641,28.644,21.337,16.317,10.772,4.277
784.177,55.79,56.029,56.072,55.814,56.154,57.829,58.863,60.894,59.512,54.878,48.233,40.769,33.776,28.911,21.393,16.434,10.681,4.286
784.428,56.048,55.997,56.036,55.663,56.204,57.863,59.354,61.111,59.707,54.926,48.255,40.701,33.654,28.857,21.504,16.511,10.746,4.385
784.680,55.978,56.018,56.014,55.393,56.234,58.02,59.748,61.122,59.76,54.828,48.07,40.554,33.412,28.676,21.561,16.547,10.873,4.311
784.931,56.198,56.155,56.053,55.52,56.498,58.336,60.088,61.16,59.543,54.786,48.152,40.571,33.546,28.663,21.836,16.669,10.902,4.339
785.182,56.333,56.167,55.941,55.696,56.828,58.373,60.139,60.966,59.434,54.674,47.983,40.396,33.593,28.763,22.0,16.733,10.873,4.419
785.433,56.447,56.34,56.137,55.719,57.123,58.578,60.304,60.773,59.552,54.729,47.787,40.412,33.541,28.901,22.059,16.763,10.942,4.457
785.685,56.752,56.656,56.412,56.021,57.424,58.799,60.566,60.886,59.687,55.017,47.889,40.397,33.609,29.12,22.24,16.835,11.066,4.517
785.936,57.045,56.611,56.619,56.226,57.478,58.811,60.743,61.189,59.811,55.146,47.846,40.309,33.941,29.331,22.437,16.968,11.142,4.61
786.187,57.069,56.374,56.693,56.241,57.622,58.919,60.946,61.293,59.827,54.933,47.769,40.464,34.152,29.403,22.489,16.937,11.097,4.616
786.438,56.869,56.176,56.638,56.549,57.732,58.9,61.109,61.275,59.792,54.903,47.927,40.581,34.27,29.462,22.636,16.875,11.289,4.593
786.689,56.776,55.87,56.634,56.463,57.707,58.832,61.043,61.165,59.828,54.862,48.092,40.432,34.089,29.493,22.593,16.742,11.232,4.446
786.941,56.822,55.506,56.485,56.371,57.703,59.028,60.843,61.229,59.824,54.925,48.105,40.513,34.039,29.469,22.609,16.784,11.235,4.497
787.192,56.814,55.073,56.33,56.456,57.81,59.279,60.787,61.406,59.832,54.988,47.948,40.551,33.979,29.529,22.632,16.857,11.257,4.64
787.443,56.669,54.784,56.036,56.318,57.786,59.409,61.098,61.587,59.948,54.849,47.842,40.427,33.808,29.456,22.616,16.849,11.22,4.56
787.694,56.263,54.591,55.81,55.843,57.515,59.359,61.219,61.712,60.146,54.746,47.644,40.197,33.56,29.204,22.462,16.719,11.054,4.503
787.945,56.169,54.699,55.699,55.74,57.55,59.126,61.36,61.875,60.551,54.809,47.605,40.074,33.441,29.079,22.401,16.643,11.048,4.574
788.196,55.95,54.765,55.349,55.762,57.282,58.757,61.201,61.74,60.624,54.908,47.556,40.103,33.25,28.964,22.205,16.476,11.098,4.63
788.447,55.154,54.539,54.621,55.305,56.379,58.203,60.666,61.203,59.99,54.413,47.305,39.794,32.792,28.452,21.93,16.199,11.065,4.555
788.699,54.394,54.386,53.867,54.633,55.601,57.732,60.058,60.641,59.316,53.632,46.692,39.351,32.31,27.902,21.8,16.157,10.947,4.513
788.950,54.082,54.329,53.737,54.389,55.402,57.564,59.908,60.358,58.973,53.519,46.198,39.043,32.074,27.786,21.558,16.237,10.909,4.47
789.201,53.939,54.555,54.003,54.486,55.257,57.656,59.9,60.403,58.833,53.516,45.903,38.752,32.024,27.69,21.318,16.168,10.901,4.355
789.452,54.234,55.037,54.458,54.735,55.717,57.897,60.069,60.774,58.896,53.566,45.958,38.639,32.058,27.563,21.271,16.19,10.884,4.413
789.703,54.813,55.515,54.915,55.26,56.27,58.338,60.313,61.134,59.356,53.864,46.136,38.682,32.168,27.468,21.266,16.295,10.853,4.536
789.954,55.435,56.031,55.199,55.92,56.632,58.857,60.472,61.603,59.938,54.002,46.317,38.915,32.233,27.49,21.292,16.313,10.845,4.461
790.205,56.064,56.365,55.759,56.248,57.133,59.272,60.767,62.016,60.358,54.176,46.638,39.158,32.492,27.736,21.454,16.367,10.892,4.369
790.456,56.443,56.422,56.124,56.254,57.239,59.295,60.967,61.951,60.485,54.453,46.779,39.079,32.469,27.899,21.561,16.467,11.025,4.465
790.707,56.329,56.582,55.968,56.271,57.255,59.019,61.135,61.796,60.239,54.516,46.747,38.734,32.085,27.792,21.602,16.539,10.98,4.452
790.958,56.147,56.649,55.982,56.417,57.236,59.057,61.253,61.899,60.26,54.474,46.514,38.574,32.033,27.902,21.665,16.542,10.794,4.485
791.209,56.335,56.627,56.309,56.763,57.382,59.155,61.289,61.946,60.584,54.549,46.567,38.678,32.256,28.142,21.801,16.52,10.744,4.653
791.460,56.534,56.495,56.389,56.874,57.512,59.006,61.168,61.789,60.687,54.534,46.658,38.581,32.241,28.097,21.782,16.357,10.638,4.6
791.711,56.505,56.258,56.228,56.777,57.488,58.88,60.847,61.822,60.545,54.219,46.364,38.387,32.197,27.965,21.669,16.177,10.626,4.432
791.962,56.714,55.977,56.169,56.714,57.55,58.82,60.865,61.841,60.409,53.97,46.043,38.364,32.137,27.705,21.654,16.092,10.646,4.475
792.213,56.577,55.548,55.999,56.233,57.5,58.567,60.574,61.594,59.821,53.61,45.812,38.142,31.871,27.453,21.645,15.982,10.468,4.426
792.464,56.234,55.392,55.856,56.0,57.165,58.615,60.219,61.362,59.372,53.194,45.594,37.876,31.642,27.203,21.428,15.879,10.325,4.286
792.715,56.033,55.369,55.603,55.786,56.62,58.594,59.892,61.236,59.084,52.791,45.158,37.598,31.446,26.915,21.124,15.691,10.181,4.225
792.966,55.791,55.078,55.328,55.498,56.415,58.135,59.52,61.002,58.552,52.402,44.638,37.384,31.289,26.749,20.892,15.536,10.083,4.243
793.217,55.759,54.707,55.15,55.392,56.385,57.824,59.562,60.721,57.978,51.976,44.501,37.145,31.025,26.489,20.828,15.419,9.971,4.272
793.468,55.749,54.496,55.125,55.236,56.339,57.933,59.596,60.677,57.852,51.752,44.426,37.139,30.83,26.47,20.901,15.554,9.997,4.266
793.719,55.598,54.422,55.195,55.276,56.705,58.31,60.039,60.773,58.293,51.89,44.359,37.351,30.949,26.606,21.045,15.59,10.175,4.266
793.970,55.586,54.642,55.371,55.599,57.086,58.552,60.379,61.116,58.703,51.875,44.534,37.409,31.228,26.668,21.284,15.694,10.319,4.28
794.221,55.73,55.113,55.66,56.368,57.541,58.992,60.717,61.672,58.827,52.359,45.039,37.593,31.503,26.903,21.429,15.93,10.395,4.37
794.472,55.871,55.433,55.902,56.826,58.039,59.615,61.353,62.04,59.067,52.68,45.245,37.85,31.493,27.229,21.489,15.972,10.442,4.47
794.723,56.047,55.449,56.338,56.892,58.243,60.047,62.0,62.176,59.347,52.528,45.145,37.96,31.647,27.507,21.576,15.826,10.401,4.342
794.974,56.394,55.712,56.682,57.413,58.751,60.785,62.739,62.668,59.788,53.057,45.334,38.12,31.943,27.619,21.721,15.775,10.329,4.307
795.224,56.69,56.284,57.061,58.048,59.486,61.639,63.47,63.644,60.348,53.77,45.596,38.316,32.233,27.932,22.032,15.94,10.59,4.404
795.475,56.813,56.669,57.289,58.193,59.846,61.756,63.963,64.291,60.642,53.82,45.537,38.203,32.249,28.236,22.038,15.949,10.574,4.382
795.726,56.801,56.913,57.25,58.176,60.024,61.899,64.332,64.44,60.609,53.545,45.636,37.849,32.134,28.385,21.784,15.948,10.517,4.307
795.977,56.589,56.872,57.124,58.174,60.176,62.097,64.355,64.346,60.4,53.331,45.61,37.616,32.027,28.05,21.591,15.823,10.468,4.359
796.228,56.566,57.056,57.321,58.338,60.505,62.633,64.346,64.481,60.55,53.449,45.687,37.759,32.241,27.73,21.672,15.821,10.344,4.38
796.479,56.407,57.268,57.571,58.541,60.847,62.959,64.545,64.585,60.847,53.715,45.677,37.984,32.401,27.979,21.636,15.918,10.254,4.418
796.730,56.445,57.381,57.86,58.864,61.068,63.19,64.896,65.006,60.812,53.657,45.663,38.225,32.462,28.277,21.675,16.057,10.185,4.381
796.980,56.935,57.92,58.246,59.209,61.455,63.67,65.614,65.389,60.832,53.487,45.793,38.412,32.69,28.44,21.957,16.281,10.431,4.374
797.231,57.245,58.368,58.521,59.311,61.849,64.258,66.084,65.257,61.04,53.532,45.756,38.423,32.607,28.474,22.145,16.264,10.439,4.281
797.482,57.773,58.525,58.645,59.096,61.946,64.62,66.082,64.931,60.697,53.331,45.555,38.319,32.498,28.492,22.244,16.223,10.37,4.368
797.733,58.242,58.734,58.679,59.097,61.771,64.732,65.955,64.718,60.236,53.183,45.343,38.095,32.543,28.665,22.249,16.348,10.434,4.32
797.984,58.501,58.697,58.94,59.21,61.728,64.848,65.883,64.447,60.007,53.162,45.099,37.861,32.499,28.67,22.151,16.499,10.404,4.239
798.234,58.702,58.487,59.052,59.561,61.723,64.646,65.814,64.137,59.869,52.729,44.796,37.628,32.351,28.569,22.12,16.53,10.474,4.357
798.485,58.823,58.366,58.837,59.668,61.623,63.988,65.5,63.867,59.518,52.118,44.508,37.262,31.915,28.355,22.042,16.485,10.578,4.279
798.736,59.191,58.275,58.616,59.424,61.69,63.591,65.072,63.517,59.093,51.955,44.373,37.1,31.564,28.168,21.783,16.457,10.571,4.242
798.987,59.477,58.497,58.652,59.618,61.734,63.601,65.107,63.264,58.783,51.956,44.328,37.224,31.425,28.24,21.84,16.553,10.655,4.359
799.237,59.267,58.536,58.55,59.576,61.338,63.218,64.769,62.979,58.344,51.666,43.995,36.984,31.36,28.019,21.833,16.444,10.68,4.457
799.488,58.922,58.216,58.393,59.297,61.31,63.0,64.442,62.644,57.996,51.521,43.629,36.49,31.219,27.746,21.819,16.534,10.636,4.471
799.739,58.619,58.305,58.502,59.323,61.609,63.181,64.617,62.529,57.803,51.448,43.427,36.533,31.013,27.709,21.829,16.675,10.583,4.416
799.990,58.767,58.8,58.923,59.673,61.927,63.578,64.78,62.799,57.885,51.283,43.586,36.705,31.004,27.712,21.892,16.728,10.564,4.353
800.240,59.171,59.503,59.878,60.52,62.667,64.277,65.422,63.403,58.387,51.475,43.794,36.692,31.5,28.018,22.236,16.864,10.712,4.499
800.491,59.66,60.106,60.984,61.699,63.656,65.095,66.587,64.15,59.114,51.703,44.076,36.852,31.979,28.262,22.477,16.884,11.003,4.648
800.742,59.801,60.264,61.393,62.402,64.356,65.707,67.328,64.78,59.763,51.821,44.271,36.904,32.282,28.301,22.574,16.901,11.044,4.699
800.992,60.021,60.346,61.635,62.715,65.002,66.218,67.569,65.307,60.176,52.212,44.14,37.096,32.445,28.284,22.668,17.063,11.041,4.593
801.243,60.408,60.481,61.879,62.975,65.147,66.764,67.753,65.819,60.252,52.396,44.16,37.308,32.593,28.39,22.584,17.027,11.022,4.568
801.494,60.468,60.61,61.905,63.087,64.812,66.771,68.017,66.102,60.229,52.333,43.871,37.035,32.462,28.548,22.47,16.754,11.032,4.549
801.744,60.282,60.571,61.729,62.72,64.562,66.326,67.89,65.999,60.405,52.23,43.441,36.83,32.066,28.407,22.27,16.573,11.008,4.397
801.995,60.002,60.235,61.38,61.885,63.899,65.631,67.034,65.374,60.041,51.956,43.089,36.688,31.748,28.084,21.984,16.403,10.982,4.504
802.246,59.766,59.939,60.985,61.322,63.114,64.92,66.114,64.592,59.453,51.346,42.667,36.342,31.424,27.556,21.646,16.073,10.799,4.489
802.496,59.968,60.166,60.931,61.321,63.063,64.416,65.845,64.348,59.063,51.155,42.52,36.104,31.406,27.281,21.578,15.869,10.734,4.467
802.747,59.984,60.5,61.021,61.517,63.302,64.04,65.689,64.098,58.546,50.965,42.404,36.201,31.359,27.149,21.419,15.694,10.75,4.514
802.998,59.805,60.459,61.031,61.744,63.343,64.007,65.505,63.901,58.4,50.572,42.08,36.259,31.107,26.978,21.176,15.558,10.459,4.382
803.248,59.957,60.704,60.973,61.993,63.746,64.429,65.723,63.995,58.38,50.564,42.172,36.352,31.084,27.052,21.125,15.608,10.399,4.316
803.499,60.028,60.833,61.206,62.252,63.984,64.833,65.962,64.278,58.571,50.69,42.322,36.585,31.261,26.937,21.043,15.675,10.414,4.314
803.749,60.144,60.606,61.482,62.373,64.257,65.281,66.043,64.744,58.82,50.77,42.474,36.712,31.59,27.166,21.232,15.824,10.461,4.532
804.000,60.5,60.856,61.875,62.454,64.679,65.895,66.251,65.158,58.814,50.71,42.546,36.829,31.697,27.523,21.144,15.932,10.646,4.722
804.251,60.73,61.139,62.424,63.057,65.229,66.619,66.932,65.413,58.952,50.628,42.538,36.893,31.882,27.598,21.182,15.936,10.775,4.628
804.501,60.688,61.069,62.587,63.819,65.813,67.276,67.657,65.398,58.93,50.774,42.443,36.636,31.937,27.509,21.347,16.046,10.736,4.594
804.752,60.653,61.116,62.873,64.298,66.316,67.811,68.299,65.526,58.897,50.783,42.442,36.412,31.847,27.639,21.543,16.248,10.651,4.58
805.002,60.719,61.221,63.427,64.791,66.88,68.7,69.126,66.226,59.274,50.933,42.683,36.533,31.959,27.847,21.783,16.509,10.866,4.614
805.253,60.898,61.209,63.787,65.11,67.422,69.398,69.868,66.789,59.494,51.126,42.692,36.744,31.924,27.881,21.678,16.71,10.839,4.529
805.503,60.935,60.996,63.54,64.93,67.617,69.272,69.757,66.702,59.203,50.743,42.636,36.363,31.847,27.883,21.604,16.853,10.759,4.455
805.754,60.805,60.779,63.406,64.767,67.624,69.283,69.616,66.503,58.834,50.325,42.461,36.123,31.669,27.861,21.702,16.869,10.797,4.316
806.004,61.106,60.853,63.239,64.8,67.628,69.215,69.54,66.309,58.658,50.064,42.238,36.03,31.516,27.781,21.562,16.709,10.737,4.302
806.255,61.218,61.048,62.697,64.568,67.505,68.865,69.051,65.67,58.441,49.887,42.044,36.02,31.531,27.811,21.653,16.778,10.754,4.437
806.505,61.169,61.19,62.281,63.913,66.8,68.515,68.376,64.911,57.994,49.552,41.8,35.912,31.506,27.661,21.613,16.625,10.675,4.36
806.756,61.406,61.282,62.066,63.426,66.369,68.194,68.05,64.359,57.644,49.32,41.532,35.898,31.352,27.569,21.41,16.426,10.659,4.257
807.006,61.457,61.426,62.103,63.391,66.079,67.837,68.033,64.114,57.517,49.281,41.371,35.762,31.284,27.66,21.321,16.327,10.712,4.291
807.257,61.552,61.807,62.274,63.671,66.294,68.211,68.331,64.16,57.677,49.278,41.32,35.633,31.233,27.623,21.317,16.424,10.763,4.446
807.507,61.814,62.033,62.503,64.12,66.896,68.681,68.503,64.449,57.718,49.316,41.453,35.593,31.152,27.531,21.227,16.327,10.854,4.519
807.758,61.713,62.116,62.754,64.261,67.111,68.733,68.419,64.684,57.78,49.37,41.561,35.818,31.006,27.554,21.246,16.387,11.005,4.65
808.008,61.336,62.074,62.958,64.36,66.871,68.749,68.205,64.548,57.727,49.362,41.321,35.907,31.032,27.391,21.333,16.384,11.069,4.609
808.258,61.206,62.004,63.37,64.473,66.794,68.769,68.066,64.588,57.655,49.294,41.2,35.632,31.262,27.207,21.12,16.345,10.794,4.507
808.509,61.728,62.273,63.712,64.944,67.642,69.16,68.821,64.87,57.783,49.495,41.551,35.749,31.65,27.577,21.304,16.634,10.8,4.527
808.759,62.332,62.481,64.201,65.579,68.288,69.736,69.3,64.983,57.819,49.638,41.654,35.917,31.808,27.613,21.641,16.697,10.842,4.471
809.010,62.785,62.961,64.848,65.904,68.554,70.239,69.642,64.976,57.745,49.587,41.599,36.069,31.888,27.612,21.938,16.845,10.974,4.623
809.260,63.323,63.549,65.292,66.397,68.789,70.977,70.242,65.233,57.681,49.351,41.568,36.14,31.882,27.703,22.018,16.81,10.872,4.479
809.511,63.336,63.803,65.501,66.543,68.794,71.034,70.384,65.141,57.733,49.02,41.429,35.944,31.695,27.698,21.864,16.691,10.846,4.588
809.761,63.22,63.896,65.33,66.243,68.927,70.886,70.162,65.072,58.05,48.779,41.284,35.695,31.669,27.498,21.727,16.632,10.85,4.585
810.011,63.244,63.814,65.288,66.353,68.94,70.672,69.822,65.154,58.054,48.497,41.188,35.675,31.754,27.376,21.508,16.469,10.746,4.335
810.262,63.36,63.666,65.346,66.527,68.717,70.065,69.05,64.917,57.669,48.392,41.037,35.749,31.809,27.535,21.555,16.6,10.844,4.381
810.512,63.596,63.676,65.18,66.464,68.366,69.532,68.452,64.246,57.252,48.48,40.895,35.555,31.623,27.498,21.503,16.658,10.733,4.432
810.762,63.753,63.726,64.9,66.175,68.204,69.173,68.123,63.511,56.482,48.119,40.746,35.289,31.656,27.62,21.597,16.576,10.704,4.349
811.013,63.452,63.906,65.074,66.193,68.399,69.183,67.885,63.165,55.828,47.756,40.603,35.04,31.731,27.893,21.637,16.598,10.716,4.336
811.263,63.054,64.065,65.239,66.408,68.19,69.353,67.582,62.946,55.679,47.511,40.364,34.908,31.636,27.984,21.848,16.679,10.62,4.332
811.513,63.023,64.314,65.599,66.46,68.23,69.613,67.451,62.859,55.605,47.402,40.283,35.038,31.639,28.05,22.119,16.71,10.719,4.521
811.764,62.975,64.908,65.875,66.541,68.676,69.758,67.966,62.811,55.363,47.401,40.11,35.004,31.64,28.102,22.144,16.574,10.818,4.478
812.014,62.688,65.204,65.604,66.523,69.044,69.537,68.169,62.781,55.019,46.972,39.828,34.949,31.415,28.133,22.105,16.498,10.968,4.354
812.264,62.891,65.424,65.939,67.047,69.207,70.041,68.418,62.984,54.842,46.661,39.769,34.806,31.401,28.068,22.135,16.641,11.076,4.414
812.514,63.125,65.616,66.062,67.244,68.971,70.246,68.707,62.675,54.635,46.426,39.734,34.626,31.271,27.818,22.215,16.749,11.091,4.432
812.765,63.559,65.469,65.888,67.003,68.985,70.05,68.687,62.24,54.198,46.007,39.499,34.47,30.833,27.742,22.101,16.697,11.072,4.443
813.015,64.115,65.205,65.647,66.825,68.689,69.53,68.302,61.847,53.789,45.537,38.977,34.425,30.332,27.622,21.903,16.626,11.101,4.463
813.265,64.395,64.75,65.537,66.724,68.088,68.831,67.85,61.451,53.377,45.325,38.882,34.241,29.949,27.382,21.909,16.657,11.14,4.469
813.515,64.417,64.35,65.722,66.467,67.517,68.3,67.228,61.001,52.98,44.92,38.594,33.761,29.728,27.145,22.046,16.603,11.037,4.427
813.766,64.704,64.26,65.853,66.402,67.19,67.89,66.68,60.835,52.736,44.433,38.149,33.393,29.69,27.081,22.008,16.691,11.079,4.557
